ISO code,Country and areas,Survey year,Year*,United Nations Region,United Nations Sub-Region,SDG Region,UNICEF Region,UNICEF Sub-Region,WHO Region,World Bank Income Classification,World Bank Region,LDC,LIFD,LLDC or SIDS,UNICEF Survey ID,WHO Global Database Number,Type of Estimate,WHZ Survey Sample (N),Severe Wasting,Severe Wasting Footnote,Wasting,Wasting Footnote,Overweight,Overweight Footnote,HAZ Survey Sample (N),Stunting,Stunting Footnote,WAZ Survey Sample (N),Underweight,Underweight Footnote,Fieldwork period,Report Author,Source,Short Source,U5 Population ('000s)
PER,PERU,2020-21,2020,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,,4589,06277,Reanalyzed,6202.9,0.1,,0.4,,10.6,,6227.6,11.4,,6228.0,2.2,,"January,2020-January,2021",Instituto Nacional de Estadística e Informática,Encuesta Demográfica y de Salud Familiar-ENDES 2020 Nacional y Departamental,DHS-Style,2901.417969
PER,PERU,2021,2021,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,,5148,07707,Reanalyzed,7677.5,0.1,,0.4,,9.7,,7709.5,11.5,,7698.8,2.1,,"January,2021-December,2021",Instituto Nacional de Estadística e Informática,Encuesta Demográfica y de Salud Familiar-ENDES 2021 Nacional y Departamental,DHS-Style,2917.168945
PHL,PHILIPPINES,1987,1987,Asia,South-Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,,552,00417,Adjusted,2250.0,,,5.7,c,,,2250.0,44.7,c,2250.0,29.3,c,"March,1987-July,1987",Departement of Science and Technology.,"Third National Nutrition Survey Philippines, 1987. Food and Nutrition Research Institute. Manila, Philippines; 1991",NNS,8815.50293
PHL,PHILIPPINES,1989-90,1990,Asia,South-Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,,553,00416,Adjusted,5629.0,,,6.9,c,,,5629.0,43.3,c,5629.0,29.9,c,"January,1989-December,1990",National Economics and Statistics Section.,"Regional Updating of Nutritional Status of Filipino Children, 1989-90. Food and Nutrition Research Institute. Manila, Philippines; 1991",NNS,9234.686523
PHL,PHILIPPINES,1992,1992,Asia,South-Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,,554,01346,Adjusted,5858.0,,,8.8,c,1.7,c,5858.0,40.9,c,5858.0,29.8,c,"March,1992-July,1992",Department of Science and Technology.,"The 1992 regional nutrition survey. Food and Nutrition Research Institute. Manila, Philippines; 1994",Other,9557.365234
PHL,PHILIPPINES,1993,1993,Asia,South-Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,,555,01510,Adjusted,4229.0,,,9.1,c,,,4229.0,38.9,c,4229.0,26.3,c,"February,1993-July,1993",Department of Science and Technology.,"The fourth national nutrition survey: Philippines 1993. Food and Nutrition Institute. Manila, Philippines; 1995",NNS,9708.77832
PHL,PHILIPPINES,1998,1998,Asia,South-Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,,556,02176,Adjusted,24308.0,,,8.0,c,1.9,c,24308.0,38.3,c,24308.0,28.3,c,"June,1998-December,1998",Food and Nutrition Research Institute.,"The 5th national nutrition survey. Philippine nutrition: Facts & figures. Taguig, Metro Manila, Philipines: UNICEF, 2001",NNS,10351.19727
PHL,PHILIPPINES,2003,2003,Asia,South-Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,,557,02772,External Reanalysis,3499.0,1.6,,6.0,,2.4,,3499.0,33.8,,3499.0,20.7,,,Food and Nutrition Research Institute,"Sixth National Nutrition Survey: Philippines, 2003.  Food and Nutrition Research Institute, 2004.",NNS,10863.56445
PHL,PHILIPPINES,2008-09,2008,Asia,South-Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,,558,03072,Reanalyzed,10267771.0,1.7,r,6.6,r,2.8,r,10327704.0,32.0,r,10414185.0,20.6,,"May,2008-April,2009","Food and Nutrition Research Institute, Department of Science and Technology (FNRI-DOST).","7th national nutrition survey. Manila, Philippines: FNRI-DOST, 2010",NNS,11297.68555
PHL,PHILIPPINES,2011,2011,Asia,South-Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,,559,03143,Reanalyzed,59156792.0,2.0,r,7.0,r,3.7,r,59581728.0,33.4,r,60519772.0,20.2,,"June,2011-November,2011","Department of Health (Philippines), Department of Interior and Local Government (DILG) (Philippines), Department of Science and Technology (Philippines), Food and Nutrition Research Institute, Department of Science and Technology (Philippines), National Statistics Office (Philippines)",Philippines Updating of Nutritional Status of Filipino Children and Other Population Groups 2011.,NNS,11563.4082
PHL,PHILIPPINES,2013-14,2013,Asia,South-Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,,560,03277,Reanalyzed,10049600.0,2.4,r,7.6,r,4.5,r,10137680.0,30.0,r,10243911.0,19.9,,"June,2013-April,2014","Food and Nutrition Research Institute, Department of Science and Technology (Philippines). ",8th National nutrition survey Philippines 2013. Manila: FNRI - DOST,NNS,11599.80859
PHL,PHILIPPINES,2015,2015,Asia,South-Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,,1131,03348,Reanalyzed,10206885.0,1.6,r,6.8,r,3.3,r,10250059.0,33.1,r,10432478.0,21.4,,"July,2015-November,2015",Food and Nutrition Research Institute - Department of Science and Technology (FNRI-DOST).,Philippines 2015 National Nutrition Survey - Updating Survey Results,NNS,11591.45898
POL,POLAND,2009,2009,Europe,Eastern Europe,Northern America and Europe,ECA,WE,EURO,High Income,Europe & Central Asia,,,,1988,03374,Reported,,,,,,,,,2.9,,,,,"October,2009-December,2009",Statistics Poland,Poland 2009 European Health Interview Survey,EHIS,1987.320068
POL,POLAND,2010-12,2011,Europe,Eastern Europe,Northern America and Europe,ECA,WE,EURO,High Income,Europe & Central Asia,,,,4323,03512,Reanalyzed,3206.0,0.0,b,0.9,b,5.0,rw 27,3227.0,0.8,rw 27,,0.8,b,"November,2010-May,2012",Zulaga et al,"The prevalence of overweight and obesity among polish pre-school-aged children. Developmental Period Medicine,2016:XX,2",Other,2073.568848
POL,POLAND,2014,2014,Europe,Eastern Europe,Northern America and Europe,ECA,WE,EURO,High Income,Europe & Central Asia,,,,1989,03375,Reported,,,,,,,,,2.6,,,,,,Statistics Poland,Poland 2014 European Health Interview Survey,EHIS,1971.999023
PRT,PORTUGAL,2015-16,2016,Europe,Southern Europe,Northern America and Europe,ECA,WE,EURO,High Income,Europe & Central Asia,,,,4437,03513,Reanalyzed,315400.7,0.1,b,1.1,b,7.1,w 21,317765.8,3.2,w 21,,0.9,b,"October,2015-September,2016","Lopes C, Torres D, Oliveira A, Severo M, Alarca?o V, Guiomar S, Mota J, Teixeira P, Rodrigues S, Lobato L, Magalha?es V, Correia D, Carvalho C, Pizarro A, Marques A, Vilela S, Oliveira L, Nicola P, Soares S, Ramos E. ","Inquérito Alimentar Nacional e de Atividade Física, IAN-AF 2015-2016",Other,432.3079834
QAT,QATAR,1995,1995,Asia,Western Asia,Western Asia and Northern Africa,MENA,MENA,EMRO,High Income,Middle East & North Africa,,,,561,01525,Adjusted,1180.0,,,2.1,c,10.4,c,1180.0,11.6,c,1180.0,4.8,c,,Amine EK.,"Nutritional assessment in Qatar. Assignment report EM/NUT169/E/R/01.96/27. Alexandria: World Health Organization Regional Office, 1996",Other,50.39599991
KOR,REPUBLIC OF KOREA,2003,2003,Asia,Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,High Income,East Asia & Pacific,,,,562,02966,External Reanalysis,2040.0,0.2,,0.9,,6.2,,2040.0,2.5,,2040.0,0.9,,,"Schwekendiek D, Pak S.",Recent growth of children in the two Koreas: a meta-analysis. Economics and Human Biology 2009;7:109-12.,Other,2839.278076
KOR,REPUBLIC OF KOREA,2007-09,2008,Asia,Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,High Income,East Asia & Pacific,,,,6857,09398,Adjusted,1776106.9,0.1,b,0.6,b,9.6,,,,,,,,"January,2007-December,2009",Korea Centers for Disease Control and Prevention (KCDC),South Korea National Health and Nutrition Examination Survey 2007-2009,NHANES,2245.263916
KOR,REPUBLIC OF KOREA,2010-12,2011,Asia,Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,High Income,East Asia & Pacific,,,,6856,09397,Reanalyzed,1789258.1,0.1,b,0.5,b,8.0,,1793123.4,1.3,,,0.8,b,"January,2010-December,2012",Korea Centers for Disease Control and Prevention (KCDC),"South Korea National Health and Nutrition Examination Survey, 2010-2012",NHANES,2280.593018
KOR,REPUBLIC OF KOREA,2013-15,2014,Asia,Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,High Income,East Asia & Pacific,,,,6859,09400,Reanalyzed,1792816.9,0.0,b,0.6,b,5.1,,1795760.3,1.6,,,0.9,b,"January,2013-December,2015",Korea Centers for Disease Control and Prevention (KCDC),South Korea National Health and Nutrition Examination Survey 2013-2015,NHANES,2276.866943
KOR,REPUBLIC OF KOREA,2016-18,2017,Asia,Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,High Income,East Asia & Pacific,,,,6858,09399,Reanalyzed,1704905.9,0.0,b,0.9,b,4.3,,1708595.6,2.3,,,0.9,b,"January,2016-December,2018",Korea Centers for Disease Control and Prevention (KCDC),"South Korea National Health and Nutrition Examination Survey, 2016-2018",NHANES,2122.207031
KOR,REPUBLIC OF KOREA,2019-21,2020,Asia,Eastern Asia,Eastern Asia and South-eastern Asia,EAP,EAP,WPRO,High Income,East Asia & Pacific,,,,8940,09830,Reanalyzed,1414207.1,0.0,b,0.2,b,6.2,rw 25,1421004.8,0.9,prw 25,,0.3,b,"January,2019-December,2021",Korea Centers for Disease Control and Prevention (KCDC),"	South Korea National Health and Nutrition Examination Survey 2019-21",NHANES,1780.504028
MDA,REPUBLIC OF MOLDOVA,2005,2005,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,Landlocked developing countries (LLDCs),564,02788,Reanalyzed,1533.5,2.4,59,5.8,59,8.9,59,1544.7,10.7,59,1581.2,3.2,59,"June,2005-August,2005",National Scientific and Applied Center for Preventive Medicine (NCPM) [Moldova] and ORC Macro.,"Moldova demographic and health survey 2005. Demographic and Health Surveys. Calverton, Maryland: NCPM of the Ministry of Health and Social Protection and ORC Macro, 2006",DHS,228.7030029
MDA,REPUBLIC OF MOLDOVA,2012,2012,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,Landlocked developing countries (LLDCs),565,03241,Reanalyzed,1698.3,0.5,59,1.9,59,4.9,59,1704.3,6.4,59,1724.4,2.2,59,"April,2012-June,2012","National Centre of Public Health of the Ministry of Health of the Republic of Moldova, United Nations Children's Fund (UNICEF).","2012 Republic of Moldova multiple indicator cluster survey. Final report (MICS4). Chisinau, Republic of Moldova, 2014.",MICS,228.8999939
ROU,ROMANIA,1991,1991,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,High Income,Europe & Central Asia,,,,566,00558,Adjusted,10957.0,,,3.3,c,4.0,c,10957.0,11.2,c,10957.0,5.0,c,"October,1991-November,1991","Centers for Disease Control and Prevention (CDC), Ministry of Health (Romania), United Nations Children's Fund (UNICEF)",Romania National Nutrition Survey 1991,NNS,1671.160034
ROU,ROMANIA,1999,1999,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,High Income,Europe & Central Asia,,,,2072,02477,Reanalyzed,21027.0,0.8,38,3.6,38,10.1,38,20972.0,15.3,38,21103.0,3.4,38,,"""Alfred Rusescu"" Institute for Mother and Child Care","National nutritional surveillance programme, 1993-2002. Bukarest, Romania, 2003 [1999 Extract]",Surveillance,1139.731934
ROU,ROMANIA,2000,2000,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,High Income,Europe & Central Asia,,,,2073,03592,Reanalyzed,22147.0,1.1,38,4.3,38,8.9,38,22145.0,12.8,38,22225.0,3.7,38,,"""Alfred Rusescu"" Institute for Mother and Child Care","National nutritional surveillance programme, 1993-2002. Bukarest, Romania, 2003 (2000 Extract)",Surveillance,1128.314941
ROU,ROMANIA,2001,2001,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,High Income,Europe & Central Asia,,,,2074,03593,Reanalyzed,22550.0,1.0,38,3.9,38,9.1,38,22560.0,14.0,38,22667.0,3.8,38,,"""Alfred Rusescu"" Institute for Mother and Child Care","National nutritional surveillance programme, 1993-2002. Bukarest, Romania, 2003 (2001 Extract)",Surveillance,1118.974976
ROU,ROMANIA,2002,2002,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,High Income,Europe & Central Asia,,,,2075,03594,Reanalyzed,15456.0,0.7,38,3.5,38,8.3,38,15487.0,12.8,38,15533.0,3.5,38,,"""Alfred Rusescu"" Institute for Mother and Child Care","National nutritional surveillance programme, 1993-2002. Bukarest, Romania, 2003 (2002 Extract)",Surveillance,1107.144043
RUS,RUSSIAN FEDERATION,1995,1995,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,4591,06373,Reanalyzed,642.7,1.4,r,4.4,r,17.3,r,,,,,,,"October,1995-December,1995","National Research University Higher School of Economics, ZAO Demoscope, Carolina Population Center, Univeristy of North Carolina at Chapel Hill, Institute of Sociology, Russian Academy of Sciences",Russia Longitudinal Monitoring Survey (RLMS-HSE) Round VI 1995,Other,8226.03125
RUS,RUSSIAN FEDERATION,1996,1996,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,4593,06375,Reanalyzed,602.5,1.2,r,3.2,r,13.8,r,,,,,,,"October,1996-December,1996","National Research University Higher School of Economics, ZAO Demoscope, Carolina Population Center, Univeristy of North Carolina at Chapel Hill, Institute of Sociology, Russian Academy of Sciences",Russia Longitudinal Monitoring Survey (RLMS-HSE) Round VII 1996,Other,7785.466797
RUS,RUSSIAN FEDERATION,1998-99,1998,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,4594,06376,Reanalyzed,461.1,1.3,r,4.2,r,17.7,r,,,,,,,"October,1998-January,1999","National Research University Higher School of Economics, ZAO Demoscope, Carolina Population Center, Univeristy of North Carolina at Chapel Hill, Institute of Sociology, Russian Academy of Sciences.",Russia Longitudinal Monitoring Survey (RLMS-HSE) Round VIII 1998,Other,7221.238281
RUS,RUSSIAN FEDERATION,2000,2000,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,4595,06378,Reanalyzed,425.3,1.7,r,4.9,r,14.5,r,,,,,,,"September,2000-December,2000","National Research University Higher School of Economics, ZAO Demoscope, Carolina Population Center, Univeristy of North Carolina at Chapel Hill, Institute of Sociology, Russian Academy of Sciences.",Russia Longitudinal Monitoring Survey (RLMS-HSE) Round IX 2000,Other,6773.451172
RUS,RUSSIAN FEDERATION,2001,2001,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,4596,06379,Reanalyzed,462.7,1.7,r,4.2,r,15.1,r,,,,,,,"September,2001-December,2001","National Research University Higher School of Economics, ZAO Demoscope, Carolina Population Center, Univeristy of North Carolina at Chapel Hill, Institute of Sociology, Russian Academy of Sciences.",Russia Longitudinal Monitoring Survey (RLMS-HSE) Round X 2001,Other,6585.041992
RUS,RUSSIAN FEDERATION,2002,2002,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,4597,06380,Reanalyzed,480.5,2.3,r,4.4,r,15.5,r,,,,,,,"September,2002-December,2002","National Research University Higher School of Economics, ZAO Demoscope, Carolina Population Center, Univeristy of North Carolina at Chapel Hill, Institute of Sociology, Russian Academy of Sciences.",Russia Longitudinal Monitoring Survey (RLMS-HSE) Round XI 2002,Other,6487.943359
RUS,RUSSIAN FEDERATION,2003,2003,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,4599,06382,Reanalyzed,508.2,1.2,r,2.9,r,14.6,r,,,,,,,"September,2003-December,2003","National Research University Higher School of Economics, ZAO Demoscope, Carolina Population Center, Univeristy of North Carolina at Chapel Hill, Institute of Sociology, Russian Academy of Sciences.",Russia Longitudinal Monitoring Survey (RLMS-HSE) Round XII 2003,Other,6568.737793
RUS,RUSSIAN FEDERATION,2004,2004,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,4598,06383,Reanalyzed,384.9,0.5,r,2.5,r,17.4,r,,,,,,,"September,2004-December,2004","National Research University Higher School of Economics, ZAO Demoscope, Carolina Population Center, Univeristy of North Carolina at Chapel Hill, Institute of Sociology, Russian Academy of Sciences.",Russia Longitudinal Monitoring Survey (RLMS-HSE) Round XIII 2004,Other,6794.85498
RUS,RUSSIAN FEDERATION,2005,2005,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,4600,06384,Reanalyzed,342.8,1.3,r,3.3,r,16.9,r,,,,,,,"September,2005-December,2005","National Research University Higher School of Economics, ZAO Demoscope, Carolina Population Center, Univeristy of North Carolina at Chapel Hill, Institute of Sociology, Russian Academy of Sciences.",Russia Longitudinal Monitoring Survey (RLMS-HSE) Round XIV 2005,Other,7000.263672
RWA,RWANDA,1992,1992,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),571,00967,Reanalyzed,4495.5,1.8,,5.0,,4.0,,4446.9,56.8,,4498.3,24.2,,"June,1992-October,1992","Barrère B, Schoemaker J, Barrère M, Habiyakare T, Kabagwira A, Ngendakumana M.","Enquête démographique et de santé, Rwanda 1992. Demographic and Health Surveys. Kigali, Rwanda, 1994",DHS,1418.9729
RWA,RWANDA,1996,1996,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),572,02016,Adjusted,1115.0,,,11.0,cd,,,1115.0,45.4,cd,1115.0,22.6,cd,"October,1996-November,1996",Ministère de la Santé.,"National nutrition survey of women and children in Rwanda in 1996. Kigali, République Rwandaise, 1997",NNS,1158.249023
RWA,RWANDA,2000,2000,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),573,02321,Reanalyzed,6727.0,3.8,,8.7,,7.1,,6701.4,47.9,,6792.8,20.3,,"June,2000-November,2000",Office National de la Population (ONAPO) et ORC Macro.,"Enquête démographique et de santé, Rwanda 2000. Demographic and Health Surveys. Kigali, Rwanda et Calverton, Maryland, USA: Ministère de la Santé, Office National de la Population et ORC Macro, 2001",DHS,1342.823975
RWA,RWANDA,2005,2005,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),574,02800,Reanalyzed,3941.2,1.7,,4.9,,6.7,,3918.1,51.4,,3999.1,17.9,,"February,2005-July,2005",Institut National de la Statistique du Rwanda (INSR) and ORC Macro.,"Rwanda demographic and health survey 2005. Demographic and Health Surveys. Calverton, Maryland, U.S.A.: INSR and ORC Macro, 2006",DHS,1524.121094
RWA,RWANDA,2009,2009,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),1746,03424,Adjusted,6139.0,2.2,bd,5.1,bd,,,6139.0,46.6,bd,6139.0,14.3,bd,"February,2009-March,2009",National Institute of Statistics Rwanda - Government of Rwanda;  World Food Programme - United Nations,Rwanda Comprehensive Food Security and Vulnerability Analysis 2009,CFSVA,1634.513916
RWA,RWANDA,2010-11,2010,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),575,03121,Reanalyzed,4395.7,0.9,,2.9,,6.9,,4386.3,44.3,,4407.7,11.7,,"September,2010-March,2011","National Institute of Statistics of Rwanda (NISR) [Rwanda], Ministry of Health (MOH) [Rwanda], and ICF International.","Rwanda demographic and health survey 2010. Demographic and Health Surveys. Calverton, Maryland, USA: NISR, MOH, and ICF International, 2012",DHS,1648.80603
RWA,RWANDA,2012,2012,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),1748,03425,Reanalyzed,4431.9,0.6,b,2.6,b,6.0,sw 21,4418.4,43.8,w 21,,11.8,b,"March,2012-April,2012","Rwandan National Institute of Statistics (NISR), Government of Rwanda; Ministry of Agriculture and Animal Resources (MINAGRI), Government of Rwanda; World Food Programme, United Nations",Rwanda 2012 Comprehensive Food Security and Vulnerability Analysis,CFSVA,1662.338989
RWA,RWANDA,2014-15,2015,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),576,03313,Reanalyzed,3845.3,0.7,,2.3,,7.9,,3837.9,38.3,,3881.2,9.6,,"October,2014-April,2015",National Institute of Statistics of Rwanda,"Rwanda Demographic and Health Survey 2014-15. Kigali, Rwanda: National Institute of Statistics of Rwanda, Ministry of Finance and Economic Planning/Rwanda, Ministry of Health/Rwanda, and ICF International",DHS,1712.610962
RWA,RWANDA,2015,2015,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),1119,03357,Reanalyzed,4014.7,0.5,b,2.1,b,5.6,sw 21,4023.1,36.9,w 21,,8.7,b,"April,2015-May,2015",MINAGI; NISR; WFP,Rwanda 2015 Comprehensive Food Security and Vulnerabilty Analysis,CFSVA,1712.610962
RWA,RWANDA,2018,2018,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),4251,03514,Reanalyzed,1546624.9,0.4,b,2.1,b,2.4,rsw 21,1546624.9,34.8,rw 21,,12.2,b,"March,2018-April,2018","National Institute of Statistics of Rwanda, Ministry of Finance and Economic Planning","Comprehensive Food Security and Vulnerability Analysis, Rwanda 2018",CFSVA,1799.258057
RWA,RWANDA,2019-20,2020,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),4427,03515,Reanalyzed,4158.2,0.2,,1.1,,5.6,,4157.7,33.1,,4159.8,7.7,,"November,2019-July,2020","National Institute of Statistics of Rwanda (NISR) [Rwanda], Ministry of Health (MOH) [Rwanda], and ICF","Rwanda Demographic and Health Survey 2019-20 Final Report. Kigali, Rwanda, and Rockville, Maryland, USA: NISR and ICF.",DHS,1860.56897
LCA,SAINT LUCIA,2012,2012,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),577,03209,Reanalyzed,278.0,0.7,,3.7,,6.3,,280.6,2.5,,282.6,2.8,,"April,2012-June,2012","Ministry of Social Transformation, Local Government and Community Empowerment and the Central Statistics Office (CSO).","Saint Lucia multiple indicator cluster survey 2012: Final report. MICS. Castries, Saint Lucia, 2014.",MICS,11.53100014
WSM,SAMOA,1999,1999,Oceania,Polynesia,Oceania excluding Australia and New Zealand,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,Small island developing States (SIDS),578,02514,Adjusted,1107.0,,,1.3,c,6.2,c,1107.0,6.4,c,1107.0,1.7,c,"March,1999-August,1999",Ministry of Health (Samoa),"Samoa national nutrition survey 1999. Technical report. Apia, Samoa: Nutrition Centre, 2003",NNS,28.04299927
WSM,SAMOA,2014,2014,Oceania,Polynesia,Oceania excluding Australia and New Zealand,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,Small island developing States (SIDS),819,03349,Reanalyzed,3047.9,1.3,,3.9,,5.3,,2929.3,4.9,,2960.7,3.2,,"July,2014-August,2014","Census-Surveys and Demography Division - Apia, Samoa: Samoa Bureau of Statistics, Government of Samoa",Samoa Demographic and Health Survey 2014,DHS-Style,29.23900032
WSM,SAMOA,2019-20,2019,Oceania,Polynesia,Oceania excluding Australia and New Zealand,EAP,EAP,WPRO,Lower Middle Income,East Asia & Pacific,,,Small island developing States (SIDS),3201,03545,Reanalyzed,2524.4,1.2,,3.1,,8.7,,2548.8,7.3,,2624.9,3.4,,"October,2019-January,2020","Census-Surveys and Demography Division - Apia, Samoa: Samoa Bureau of Statistics, Government of Samoa",Samoa Demographic and Health Survey - Multiple Indicator Cluster Survey,MICS,29.22599983
STP,SAO TOME AND PRINCIPE,1986,1986,Africa,Middle Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),579,00132,Adjusted,2155.0,,,6.0,c,,,2155.0,32.0,c,2155.0,14.5,c,"August,1986-August,1986",Ministerio de Saude.,"Estado nutricional e cobertura vacinal des criancas menoras de 5 anos na. Seccao de Nutricao. Sao Tome, Republica Democratica de Sao Tome e Principe, 1986",Other,18.93300056
STP,SAO TOME AND PRINCIPE,2014,2014,Africa,Middle Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),583,03285,Reanalyzed,1934.9,0.8,,4.0,,2.4,,1930.3,17.2,,1939.2,8.8,,"April,2014-June,2014",National Institute of Statistics.,"Sao Tome and Principe Multiple Indicator Cluster Survey 2014, Final Report. São Tomé, Sao Tome and Principe, 2016.",MICS,30.85900116
STP,SAO TOME AND PRINCIPE,2019,2019,Africa,Middle Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),2629,03516,Reanalyzed,1810.2,1.4,,4.1,,4.5,,1808.1,11.7,,1818.7,5.4,,"August,2019-October,2019",INE e UNICEF,"Inquérito de Indicadores Múltiplos 2019, Relatório final. São Tomé, São Tomé e Príncipe: Instituto Nacional de Estatística e Fundo das Nações Unidas para a Infância",MICS,30.63500023
